policy,model,group_value,macro_auroc,n_labels_auroc,macro_auprc_ap,n_labels_auprc_ap,macro_brier,macro_ece_10bin,group_count
u0,densenet121-res224-all,F,0.6739685647359045,11,0.07288542050117958,11,0.0735835764541218,0.12497968294047189,9446
u0,densenet121-res224-all,M,0.6772952745719087,11,0.08109585224650119,11,0.08726676265336725,0.14864955812731417,8978
u0,densenet121-res224-chex,F,0.6467553761334827,11,0.047886896140516395,11,0.17511821465875815,0.28397344967891436,9446
u0,densenet121-res224-chex,M,0.6527801162451307,11,0.052000096133422165,11,0.1950514411225455,0.30950662780417415,8978
u0,densenet121-res224-mimic_ch,F,0.6221611309555406,11,0.049952844081492274,11,0.21261710700883515,0.37170849156693786,9446
u0,densenet121-res224-mimic_ch,M,0.6543491835430345,11,0.0610869295749695,11,0.21554175345770957,0.37112378950434627,8978
u0,densenet121-res224-mimic_nb,F,0.6251325351645785,11,0.04766955838185643,11,0.21545171754848153,0.3598713037695424,9446
u0,densenet121-res224-mimic_nb,M,0.6422503276352404,11,0.05666335560579382,11,0.22157513021024383,0.36633242817902745,8978
u0,densenet121-res224-nih,F,0.6474066251540538,7,0.058746862744997096,7,0.10586652435632896,0.1864998886038038,9446
u0,densenet121-res224-nih,M,0.6506913471181013,7,0.07191876242909935,7,0.11724728617143396,0.206076231835433,8978
u0,densenet121-res224-pc,F,0.7177799935760285,8,0.08169134819750865,8,0.12578516043878793,0.23883157578807054,9446
u0,densenet121-res224-pc,M,0.7232650946597008,8,0.09989238660686146,8,0.1387216491478358,0.25620158360499234,8978
u0,resnet50-res512-all,F,0.6654447261901347,11,0.07933495105130169,11,0.07484908125406348,0.114723778538934,9446
u0,resnet50-res512-all,M,0.686282491011172,11,0.10031570083902203,11,0.07938757783299993,0.11689795676228604,8978
