model,policy,label,metric,bootstrap_mean,ci_low,ci_high,n_boot_used,n_boot,unit
densenet121-res224-mimic_ch,ignore_uncertain,Edema,auroc,0.6317597800272531,0.42088419268704563,0.8457330202366086,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Edema,auprc_ap,0.0014189597301386483,0.00042333661757956877,0.0032316492304667868,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Consolidation,auroc,0.5683362509222376,0.551936890674324,0.584968835800139,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Consolidation,auprc_ap,0.06359845254182667,0.05833364047580003,0.06886858553623898,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Pneumonia,auroc,0.6930287108611216,0.657766909116697,0.7225318430527977,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Pneumonia,auprc_ap,0.03214887954165353,0.023446748390657985,0.04627861845073086,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Atelectasis,auroc,0.6224787895316944,0.6059210045732143,0.6392025316226854,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Atelectasis,auprc_ap,0.0899547630817441,0.08321560903302215,0.09793438696886343,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Pneumothorax,auroc,0.571032305782926,0.4416942261222642,0.6650769472852807,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Pneumothorax,auprc_ap,0.0031567087107488468,0.0012499588308213102,0.006431644967425215,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Pleural Effusion,auroc,0.7731120478022819,0.7522738541643628,0.7978168803598042,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Pleural Effusion,auprc_ap,0.09378041182136912,0.07529344224976656,0.11222216225733976,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Fracture,auroc,0.6011528830050985,0.5667252558435946,0.631711043604213,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Fracture,auprc_ap,0.019097135850617383,0.015272156449599776,0.0231760480787623,200,200,patient
densenet121-res224-nih,ignore_uncertain,Cardiomegaly,auroc,0.7761821802547376,0.7638775168151106,0.7864647875338372,200,200,patient
densenet121-res224-nih,ignore_uncertain,Cardiomegaly,auprc_ap,0.17133475607700507,0.15904260577584733,0.185919715514737,200,200,patient
densenet121-res224-nih,ignore_uncertain,Edema,auroc,0.49265868819854347,0.3268893866023524,0.6812265896034052,200,200,patient
densenet121-res224-nih,ignore_uncertain,Edema,auprc_ap,0.0006133424700711892,0.00027784294901155666,0.0010944642600402138,200,200,patient
densenet121-res224-nih,ignore_uncertain,Consolidation,auroc,0.5359788942639147,0.515426777953071,0.554542512449105,200,200,patient
densenet121-res224-nih,ignore_uncertain,Consolidation,auprc_ap,0.06415893139545889,0.058300185075441005,0.07058688519940527,200,200,patient
densenet121-res224-nih,ignore_uncertain,Pneumonia,auroc,0.6412244766870212,0.6090681034852027,0.6709065857506661,200,200,patient
densenet121-res224-nih,ignore_uncertain,Pneumonia,auprc_ap,0.022049882343127863,0.01754362412683071,0.027202893709451465,200,200,patient
densenet121-res224-nih,ignore_uncertain,Atelectasis,auroc,0.6870555123773198,0.673613389537259,0.7006262601801932,200,200,patient
densenet121-res224-nih,ignore_uncertain,Atelectasis,auprc_ap,0.1130269989373439,0.10441437478982853,0.12207277146811657,200,200,patient
densenet121-res224-nih,ignore_uncertain,Pneumothorax,auroc,0.7081705784989774,0.5989563768722515,0.8052313280100776,200,200,patient
densenet121-res224-nih,ignore_uncertain,Pneumothorax,auprc_ap,0.0052092636499275,0.002125494118111085,0.010523329451344427,200,200,patient
densenet121-res224-nih,ignore_uncertain,Pleural Effusion,auroc,0.7274049383019886,0.6987638959867973,0.7519887294224757,200,200,patient
densenet121-res224-nih,ignore_uncertain,Pleural Effusion,auprc_ap,0.08348775962438915,0.06587804332161984,0.10461388925432277,200,200,patient
densenet121-res224-pc,ignore_uncertain,Cardiomegaly,auroc,0.823924086116302,0.8149231815885216,0.8341343850270093,200,200,patient
densenet121-res224-pc,ignore_uncertain,Cardiomegaly,auprc_ap,0.239615980102334,0.22336351439451146,0.25797262288039996,200,200,patient
densenet121-res224-pc,ignore_uncertain,Edema,auroc,0.7252577354276523,0.5478823904888432,0.9028865311958839,200,200,patient
densenet121-res224-pc,ignore_uncertain,Edema,auprc_ap,0.0020858347209687165,0.0005712924554051079,0.005200073522882141,200,200,patient
densenet121-res224-pc,ignore_uncertain,Consolidation,auroc,0.6676173125157114,0.6534464057214907,0.6820932314466347,200,200,patient
densenet121-res224-pc,ignore_uncertain,Consolidation,auprc_ap,0.11680839788739311,0.103956677707765,0.1337804946404876,200,200,patient
densenet121-res224-pc,ignore_uncertain,Pneumonia,auroc,0.7962617466265107,0.76844077582895,0.8222448780758127,200,200,patient
densenet121-res224-pc,ignore_uncertain,Pneumonia,auprc_ap,0.09868880699088343,0.06726697791993776,0.13637026688855725,200,200,patient
densenet121-res224-pc,ignore_uncertain,Atelectasis,auroc,0.7068187199364508,0.6932517259961869,0.7190094755069532,200,200,patient
densenet121-res224-pc,ignore_uncertain,Atelectasis,auprc_ap,0.13814571437059378,0.1225973352964182,0.1531278296658082,200,200,patient
densenet121-res224-pc,ignore_uncertain,Pneumothorax,auroc,0.7269398034410648,0.5854686973274333,0.8307647453069339,200,200,patient
densenet121-res224-pc,ignore_uncertain,Pneumothorax,auprc_ap,0.0059492339917346215,0.002354932802963176,0.010809279190738062,200,200,patient
densenet121-res224-pc,ignore_uncertain,Pleural Effusion,auroc,0.731102363200375,0.7097386378393102,0.7527473014003729,200,200,patient
densenet121-res224-pc,ignore_uncertain,Pleural Effusion,auprc_ap,0.11246801295886985,0.085254978498757,0.14106780672171781,200,200,patient
densenet121-res224-pc,ignore_uncertain,Fracture,auroc,0.5590010520660478,0.5251472526347376,0.5870324636399563,200,200,patient
densenet121-res224-pc,ignore_uncertain,Fracture,auprc_ap,0.016959331837516797,0.012735384927506239,0.02441723138539425,200,200,patient
resnet50-res512-all,ignore_uncertain,Enlarged Cardiomediastinum,auroc,0.5,0.5,0.5,200,200,patient
resnet50-res512-all,ignore_uncertain,Enlarged Cardiomediastinum,auprc_ap,0.001278476422852255,0.0008184701917758871,0.0019472657662852604,200,200,patient
resnet50-res512-all,ignore_uncertain,Cardiomegaly,auroc,0.8494584105858471,0.8385139522544438,0.8588856547311382,200,200,patient
resnet50-res512-all,ignore_uncertain,Cardiomegaly,auprc_ap,0.3062611272985638,0.2771997678413658,0.33697290392291185,200,200,patient
resnet50-res512-all,ignore_uncertain,Lung Lesion,auroc,0.5,0.5,0.5,200,200,patient
resnet50-res512-all,ignore_uncertain,Lung Lesion,auprc_ap,0.029574610392273874,0.027416154732418218,0.0320106119883371,200,200,patient
resnet50-res512-all,ignore_uncertain,Lung Opacity,auroc,0.6325879275922984,0.6166971403893788,0.6484557351949058,200,200,patient
resnet50-res512-all,ignore_uncertain,Lung Opacity,auprc_ap,0.11459474410067663,0.10496157076247747,0.1241001785799334,200,200,patient
resnet50-res512-all,ignore_uncertain,Edema,auroc,0.6293645579795767,0.4729521074281108,0.7996247296936122,200,200,patient
resnet50-res512-all,ignore_uncertain,Edema,auprc_ap,0.0009684919404217286,0.000388267312562475,0.0018391084672672408,200,200,patient
resnet50-res512-all,ignore_uncertain,Consolidation,auroc,0.6972978436194234,0.6826067449447389,0.7118387287838549,200,200,patient
resnet50-res512-all,ignore_uncertain,Consolidation,auprc_ap,0.10555191570988004,0.09673769729769693,0.11569659234857581,200,200,patient
resnet50-res512-all,ignore_uncertain,Pneumonia,auroc,0.7409126273068503,0.7141755656457102,0.7701213666976523,200,200,patient
resnet50-res512-all,ignore_uncertain,Pneumonia,auprc_ap,0.036925891069928954,0.027219106423494534,0.049934592177234845,200,200,patient
resnet50-res512-all,ignore_uncertain,Atelectasis,auroc,0.70344217949792,0.6891205909438358,0.7172089744835038,200,200,patient
resnet50-res512-all,ignore_uncertain,Atelectasis,auprc_ap,0.12030006962589372,0.11113868962950176,0.13098215681825098,200,200,patient
resnet50-res512-all,ignore_uncertain,Pneumothorax,auroc,0.6817489051264412,0.5588040719802927,0.7966041333337623,200,200,patient
resnet50-res512-all,ignore_uncertain,Pneumothorax,auprc_ap,0.0062105577663936085,0.0020157144759687527,0.01430301159667906,200,200,patient
resnet50-res512-all,ignore_uncertain,Pleural Effusion,auroc,0.8229380662894387,0.8016365015526591,0.842776167002055,200,200,patient
resnet50-res512-all,ignore_uncertain,Pleural Effusion,auprc_ap,0.18660397309078175,0.1507218162988208,0.22896899134611293,200,200,patient
resnet50-res512-all,ignore_uncertain,Fracture,auroc,0.6777480936258985,0.6405421164972274,0.7172462877229889,200,200,patient
resnet50-res512-all,ignore_uncertain,Fracture,auprc_ap,0.08160410204546122,0.04897288370501582,0.12024114842759571,200,200,patient
