model,policy,label,metric,bootstrap_mean,ci_low,ci_high,n_boot_used,n_boot,unit
densenet121-res224-chex,ignore_uncertain,Atelectasis,auprc_ap,0.09390943292915202,0.08668421427281249,0.10381264625893379,200,200,patient
densenet121-res224-chex,ignore_uncertain,Pneumothorax,auroc,0.6631678716490135,0.578180030004221,0.741486339624197,200,200,patient
densenet121-res224-chex,ignore_uncertain,Pneumothorax,auprc_ap,0.0036686354819763212,0.001735124126894389,0.006844538232923622,200,200,patient
densenet121-res224-chex,ignore_uncertain,Pleural Effusion,auroc,0.7593177896062212,0.738155509710815,0.7818893918582456,200,200,patient
densenet121-res224-chex,ignore_uncertain,Pleural Effusion,auprc_ap,0.07310731486534487,0.06359161273044125,0.08571417618126857,200,200,patient
densenet121-res224-chex,ignore_uncertain,Fracture,auroc,0.5845066670607693,0.5463262150449634,0.6235326400881825,200,200,patient
densenet121-res224-chex,ignore_uncertain,Fracture,auprc_ap,0.01814900998043453,0.01474490616242283,0.023847406764397325,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Enlarged Cardiomediastinum,auroc,0.626974641300728,0.5389635734442253,0.7250431714691014,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Enlarged Cardiomediastinum,auprc_ap,0.005780694809063519,0.0011683577930794308,0.022426435390203066,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Cardiomegaly,auroc,0.72003558081238,0.7085419803806702,0.7352628066770016,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Cardiomegaly,auprc_ap,0.13414168822262793,0.12100440699776674,0.15278859336332085,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Lung Lesion,auroc,0.551387105817994,0.5251692209362642,0.5728337111996524,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Lung Lesion,auprc_ap,0.033213950496222895,0.028880513845242976,0.037686179710691464,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Lung Opacity,auroc,0.651411702062637,0.6374465632814593,0.6656894087179368,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Lung Opacity,auprc_ap,0.12341057416012903,0.11457360432352676,0.13286120421123096,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Edema,auroc,0.6453051531206426,0.42189138192118303,0.8220676039761748,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Edema,auprc_ap,0.001986670220063474,0.00028382617229590876,0.005810068228885633,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Consolidation,auroc,0.5874234134848,0.5695404656448241,0.6071985560810884,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Consolidation,auprc_ap,0.06769658145953246,0.06293139488074086,0.07335964257923454,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Pneumonia,auroc,0.6743866240850003,0.6451157486934469,0.7065887579605229,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Pneumonia,auprc_ap,0.02388204636941997,0.019679761021545304,0.028432237071950237,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Atelectasis,auroc,0.6050035242444416,0.5901624976180111,0.6197860626470729,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Atelectasis,auprc_ap,0.08519168107190729,0.07776141467120602,0.09237010007886874,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Pneumothorax,auroc,0.565668176408127,0.43389748244354087,0.6892175865763446,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Pneumothorax,auprc_ap,0.007535803656989362,0.0014683409082997562,0.02101956108583831,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Pleural Effusion,auroc,0.7487811937326186,0.7236358197826783,0.7716351566321904,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Pleural Effusion,auprc_ap,0.07018213623844315,0.05926058569275756,0.08302347940793445,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Fracture,auroc,0.5909102625011,0.5554059705105253,0.6308178484249292,200,200,patient
densenet121-res224-mimic_nb,ignore_uncertain,Fracture,auprc_ap,0.018005873441376524,0.014138011861155781,0.02212005164448878,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Enlarged Cardiomediastinum,auroc,0.6514275954763435,0.5693550792781591,0.7246590471768872,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Enlarged Cardiomediastinum,auprc_ap,0.009364097751312871,0.0012895124640703948,0.037768912317200656,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Cardiomegaly,auroc,0.7318843155062068,0.7189928168117886,0.7454006055698474,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Cardiomegaly,auprc_ap,0.15005846063662664,0.1363667472098484,0.16480594420307323,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Lung Lesion,auroc,0.5232240460176579,0.4971985655211293,0.5493546273615857,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Lung Lesion,auprc_ap,0.03470801409247408,0.030256784612016783,0.039514405711228065,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Lung Opacity,auroc,0.626740727565622,0.6107878678415307,0.6463724807099245,200,200,patient
densenet121-res224-mimic_ch,ignore_uncertain,Lung Opacity,auprc_ap,0.11781391437992571,0.10617377208741753,0.12818774203074684,200,200,patient
