,F1_Score
Atelectasis,0.18666909488253505
Consolidation,0.1726916877734285
Pneumothorax,0.00698719015138912
Edema,0.00150929157626639
Pneumonia,0.05633316053222741
Cardiomegaly,0.31176026189876604
Lung Lesion,0.0
Fracture,0.04586583463338534
Lung Opacity,0.18971130887779467
Enlarged Cardiomediastinum,0.0
