,Threshold,Sensitivity,Specificity
Atelectasis,0.41832525,0.8299096138044372,0.4852095077584704
Consolidation,0.42259288,0.6127783155856728,0.6452762923351159
Pneumothorax,0.50166804,0.6875,0.7716398434101783
Edema,0.040926076,0.7777777777777778,0.685256584306272
Pneumonia,0.5341096,0.7083333333333334,0.7410360756709194
Cardiomegaly,0.19193015,0.8983994432846207,0.6293636310119504
Fracture,0.18462135,0.8535564853556485,0.29359362111630466
