,Threshold,Sensitivity,Specificity
Atelectasis,0.18124332,0.7156943303204601,0.5894694019875631
Consolidation,0.5002692,0.57405614714424,0.49617618308320394
Pneumothorax,0.5002131,0.78125,0.5775880817746847
Edema,0.00199159,0.8888888888888888,0.2442573988596253
Pneumonia,0.14338098,0.7416666666666667,0.49279586449626045
Cardiomegaly,0.020611232,0.8281141266527487,0.6381939129922882
